ClienteID,NomeCliente,Sexo,Idade,FaixaEtaria,Cidade,Estado,Regiao,DataCadastro
325,Cliente 0325,Masculino,21,18-24,Curitiba,PR,Sul,2022-04-01
326,Cliente 0326,Feminino,24,18-24,Rio de Janeiro,RJ,Sudeste,2023-07-28
327,Cliente 0327,Feminino,18,18-24,Londrina,PR,Sul,2021-05-03
328,Cliente 0328,Masculino,44,35-44,Rio de Janeiro,RJ,Sudeste,2025-04-03
329,Cliente 0329,Feminino,57,55+,Campo Grande,MS,Centro-Oeste,2024-10-28
330,Cliente 0330,Masculino,31,25-34,Belo Horizonte,MG,Sudeste,2025-02-21
331,Cliente 0331,Masculino,29,25-34,Salvador,BA,Nordeste,2023-11-18
332,Cliente 0332,Masculino,55,55+,Fortaleza,CE,Nordeste,2024-03-10
333,Cliente 0333,Masculino,42,35-44,Curitiba,PR,Sul,2023-08-26
334,Cliente 0334,Masculino,42,35-44,Natal,RN,nordeste ,2021-08-11
335,Cliente 0335,Feminino,47,45-54,Brasília,DF,Centro-Oeste,2022-07-11
336,Cliente 0336,Feminino,45,45-54,Porto Alegre,RS,Sul,2021-10-20
337,Cliente 0337,Feminino,32,25-34,Cuiabá,MT,Centro-Oeste,2021-11-07
338,Cliente 0338,Feminino,49,45-54,Florianópolis,SC,Sul,2023-12-11
339,Cliente 0339,Feminino,26,25-34,Joinville,SC,Sul,2022-09-02
340,Cliente 0340,Feminino,49,45-54,São Paulo,SP,Sudeste,2024-02-23
341,Cliente 0341,Masculino,50,45-54,Vitória,ES,Sudeste,2021-10-03
342,Cliente 0342,Feminino,35,35-44,São Paulo,SP,Sudeste,2022-05-07
343,Cliente 0343,Feminino,40,35-44,Natal,RN,nordeste ,2021-08-19
344,Cliente 0344,Masculino,42,35-44,Cuiabá,MT,Centro-Oeste,2021-10-10
345,Cliente 0345,Masculino,32,25-34,São Paulo,SP,Sudeste,2024-11-10
346,Cliente 0346,Masculino,30,25-34,São Paulo,SP,Sudeste,2021-05-15
347,Cliente 0347,Feminino,64,55+,Rio de Janeiro,RJ,Sudeste,2022-08-13
348,Cliente 0348,Feminino,18,18-24,Niterói,RJ,Sudeste,2022-10-24
349,Cliente 0349,Masculino,38,35-44,Vitória,ES,Sudeste,2023-01-12
350,Cliente 0350,Feminino,39,35-44,Londrina,PR,Sul,2023-02-24
351,Cliente 0351,Feminino,30,25-34,Caxias do Sul,RS,Sul,2022-05-17
352,Cliente 0352,Não informado,50,45-54,Londrina,PR,Sul,2023-06-01
353,Cliente 0353,Feminino,30,25-34,Campinas,SP,Sudeste,2024-05-08
354,Cliente 0354,Feminino,30,25-34,Cuiabá,MT,Centro-Oeste,2022-07-25
355,Cliente 0355,Feminino,22,18-24,Rio de Janeiro,RJ,Sudeste,2023-02-07
356,Cliente 0356,Feminino,39,35-44,Salvador,BA,Nordeste,2021-10-24
357,Cliente 0357,Masculino,46,45-54,Fortaleza,CE,Nordeste,2021-09-20
358,Cliente 0358,Masculino,28,25-34,Santos,SP,Sudeste,2022-05-17
359,Cliente 0359,Masculino,49,45-54,Fortaleza,CE,Nordeste,2024-09-12
360,Cliente 0360,Masculino,60,55+,Brasília,DF,Centro-Oeste,2024-06-13
361,Cliente 0361,Não informado,25,25-34,Campinas,SP,Sudeste,2023-05-03
362,Cliente 0362,Masculino,33,25-34,Joinville,SC,Sul,2021-04-13
363,Cliente 0363,Masculino,47,45-54,João Pessoa,PB,Nordeste,2022-08-28
364,Cliente 0364,Masculino,48,45-54,Recife,PE,Nordeste,2022-04-12
365,Cliente 0365,Feminino,32,25-34,Florianópolis,SC,Sul,2021-06-23
366,Cliente 0366,Masculino,35,35-44,Niterói,RJ,Sudeste,2021-11-22
367,Cliente 0367,Masculino,48,45-54,Joinville,SC,Sul,2021-09-16
368,Cliente 0368,Masculino,34,25-34,São Paulo,SP,Sudeste,2024-03-13
369,Cliente 0369,Masculino,29,25-34,Salvador,BA,Nordeste,2021-07-25
370,Cliente 0370,Feminino,24,18-24,Rio de Janeiro,RJ,Sudeste,2022-09-01
371,Cliente 0371,Feminino,55,55+,Florianópolis,SC,Sul,2024-05-27
372,Cliente 0372,Feminino,37,35-44,Florianópolis,SC,Sul,2025-05-20
373,Cliente 0373,Masculino,18,18-24,Campo Grande,MS,Centro-Oeste,2022-08-02
374,Cliente 0374,Feminino,50,45-54,Vitória,ES,Sudeste,2023-11-11
375,Cliente 0375,Masculino,46,45-54,Santos,SP,Sudeste,2024-09-24
376,Cliente 0376,Feminino,34,25-34,Porto Alegre,RS,Sul,2021-06-29
377,Cliente 0377,Masculino,32,25-34,João Pessoa,PB,Nordeste,2023-08-15
378,Cliente 0378,Feminino,23,18-24,Maceió,AL,Nordeste,2022-10-03
379,Cliente 0379,Não informado,42,35-44,Belo Horizonte,MG,Sudeste,2022-07-12
380,Cliente 0380,Feminino,39,35-44,Santos,SP,Sudeste,2022-03-22
381,Cliente 0381,Feminino,50,45-54,Rio de Janeiro,RJ,Sudeste,2022-05-20
382,Cliente 0382,Masculino,27,25-34,Santos,SP,Sudeste,2022-10-23
383,Cliente 0383,Masculino,18,18-24,Recife,PE,Nordeste,2025-01-30
384,Cliente 0384,Feminino,39,35-44,Londrina,PR,Sul,2022-04-24
385,Cliente 0385,Feminino,52,45-54,Niterói,RJ,Sudeste,2023-11-28
386,Cliente 0386,Masculino,32,25-34,Vitória,ES,Sudeste,2022-03-25
387,Cliente 0387,Feminino,24,18-24,Campinas,SP,Sudeste,2021-12-29
388,Cliente 0388,Masculino,42,35-44,Palmas,TO,Norte,2021-08-26
389,Cliente 0389,Masculino,38,35-44,Belém,PA,Norte,2023-12-21
390,Cliente 0390,Feminino,30,25-34,Cuiabá,MT,Centro-Oeste,2025-03-15
391,Cliente 0391,Masculino,39,35-44,Cuiabá,MT,Centro-Oeste,2023-05-31
392,Cliente 0392,Feminino,58,55+,São Paulo,SP,Sudeste,2021-11-17
393,Cliente 0393,Feminino,48,45-54,Belo Horizonte,MG,Sudeste,2023-03-18
394,Cliente 0394,Masculino,45,45-54,Recife,PE,Nordeste,2021-07-01
395,Cliente 0395,Feminino,43,35-44,Niterói,RJ,Sudeste,2022-10-01
396,Cliente 0396,Feminino,38,35-44,Campinas,SP,Sudeste,2021-06-17
397,Cliente 0397,Masculino,34,25-34,Campinas,SP,Sudeste,2021-04-01
398,Cliente 0398,Masculino,31,25-34,Belo Horizonte,MG,Sudeste,2023-09-13
399,Cliente 0399,Feminino,31,25-34,Brasília,DF,Centro-Oeste,2022-11-05
400,Cliente 0400,Feminino,39,35-44,Niterói,RJ,Sudeste,2021-04-25
401,Cliente 0401,Não informado,41,35-44,Campinas,SP,Sudeste,2023-03-13
402,Cliente 0402,Masculino,35,35-44,Campo Grande,MS,Centro-Oeste,2022-05-05
403,Cliente 0403,Feminino,34,25-34,Natal,RN,Nordeste,2022-10-31
404,Cliente 0404,Feminino,36,35-44,Maceió,AL,nordeste ,2022-03-06
405,Cliente 0405,Feminino,41,35-44,Belo Horizonte,MG,Sudeste,2024-12-21
406,Cliente 0406,Feminino,47,45-54,Londrina,PR,Sul,2022-10-30
407,Cliente 0407,Masculino,47,45-54,Belém,PA,Norte,2024-06-13
408,Cliente 0408,Feminino,48,45-54,São Paulo,SP,Sudeste,2023-11-25
409,Cliente 0409,Feminino,53,45-54,Santos,SP,Sudeste,2024-07-26
410,Cliente 0410,Masculino,45,45-54,Salvador,BA,Nordeste,2021-03-02
411,Cliente 0411,Feminino,64,55+,Porto Alegre,RS,Sul,2022-12-20
412,Cliente 0412,Masculino,36,35-44,São Paulo,SP,Sudeste,2025-01-03
413,Cliente 0413,Masculino,31,25-34,Santos,SP,Sudeste,2023-12-24
414,Cliente 0414,Feminino,44,35-44,São Paulo,SP,Sudeste,2021-02-01
415,Cliente 0415,Masculino,25,25-34,Belo Horizonte,MG,Sudeste,2025-04-09
416,Cliente 0416,Feminino,38,35-44,São Paulo,SP,Sudeste,2024-02-19
417,Cliente 0417,Feminino,43,35-44,São Paulo,SP,Sudeste,2021-02-10
418,Cliente 0418,Feminino,50,45-54,São Paulo,SP,Sudeste,2023-10-13
419,Cliente 0419,Masculino,43,35-44,Belém,PA,Norte,2024-10-08
420,Cliente 0420,Feminino,32,25-34,Vitória,ES,Sudeste,2024-07-30
421,Cliente 0421,Feminino,28,25-34,Rio de Janeiro,RJ,Sudeste,2022-01-19
422,Cliente 0422,Feminino,48,45-54,Natal,RN,Nordeste,2021-08-21
423,Cliente 0423,Masculino,46,45-54,Belém,PA,Norte,2024-10-10
424,Cliente 0424,Masculino,47,45-54,Brasília,DF,Centro-Oeste,2023-11-21
425,Cliente 0425,Feminino,32,25-34,Goiânia,GO,Centro-Oeste,2024-06-01
426,Cliente 0426,Feminino,25,25-34,Campo Grande,MS,Centro-Oeste,2024-01-24
427,Cliente 0427,Masculino,48,45-54,Rio de Janeiro,RJ,Sudeste,2021-03-13
428,Cliente 0428,Masculino,36,35-44,Fortaleza,CE,Nordeste,2022-12-10
429,Cliente 0429,Feminino,30,25-34,Campinas,SP,Sudeste,2022-09-12
430,Cliente 0430,Masculino,38,35-44,Londrina,PR,Sul,2021-12-06
431,Cliente 0431,Feminino,27,25-34,Caxias do Sul,RS,Sul,2022-08-30
432,Cliente 0432,Feminino,51,45-54,Maceió,AL,Nordeste,2024-01-13
433,Cliente 0433,Feminino,53,45-54,Recife,PE,Nordeste,2023-05-21
434,Cliente 0434,Feminino,33,25-34,Campinas,SP,Sudeste,2021-03-09
435,Cliente 0435,Feminino,40,35-44,Londrina,PR,Sul,2021-11-18
436,Cliente 0436,Feminino,19,18-24,Londrina,PR,Sul,2021-08-11
437,Cliente 0437,Feminino,18,18-24,Natal,RN,Nordeste,2023-02-19
438,Cliente 0438,Masculino,28,25-34,Joinville,SC,Sul,2025-04-06
439,Cliente 0439,Feminino,30,25-34,Fortaleza,CE,Nordeste,2022-02-15
440,Cliente 0440,Feminino,33,25-34,Campinas,SP,Sudeste,2022-02-13
441,Cliente 0441,Feminino,27,25-34,Campo Grande,MS,Centro-Oeste,2025-04-13
442,Cliente 0442,Feminino,41,35-44,Natal,RN,Nordeste,2025-02-03
443,Cliente 0443,Masculino,45,45-54,Porto Alegre,RS,Sul,2022-05-26
444,Cliente 0444,Feminino,50,45-54,Campinas,SP,Sudeste,2023-07-07
445,Cliente 0445,Masculino,28,25-34,Goiânia,GO,Centro-Oeste,2022-12-28
446,Cliente 0446,Não informado,60,55+,São Paulo,SP,Sudeste,2023-03-30
447,Cliente 0447,Masculino,23,18-24,Niterói,RJ,Sudeste,2021-12-07
448,Cliente 0448,Feminino,40,35-44,Fortaleza,CE,Nordeste,2023-05-01
449,Cliente 0449,Feminino,35,35-44,Florianópolis,SC,Sul,2021-04-12
450,Cliente 0450,Não informado,33,25-34,Caxias do Sul,RS,Sul,2025-06-07
451,Cliente 0451,Feminino,27,25-34,Caxias do Sul,RS,Sul,2025-05-06
452,Cliente 0452,Feminino,46,45-54,Niterói,RJ,Sudeste,2025-04-18
453,Cliente 0453,Masculino,53,45-54,Rio de Janeiro,RJ,Sudeste,2025-04-14
454,Cliente 0454,Feminino,18,18-24,Curitiba,PR,Sul,2023-02-01
455,Cliente 0455,Feminino,28,25-34,Natal,RN,Nordeste,2022-05-27
456,Cliente 0456,Feminino,18,18-24,São Paulo,SP,Sudeste,2024-06-02
457,Cliente 0457,Masculino,49,45-54,Brasília,DF,Centro-Oeste,2024-10-05
458,Cliente 0458,Feminino,45,45-54,Manaus,AM,Norte,2022-05-14
459,Cliente 0459,Masculino,54,45-54,João Pessoa,PB,Nordeste,2024-07-26
460,Cliente 0460,Feminino,18,18-24,Brasília,DF,Centro-Oeste,2024-02-22
461,Cliente 0461,Feminino,50,45-54,Palmas,TO,Norte,2022-11-15
462,Cliente 0462,Masculino,23,18-24,Florianópolis,SC,Sul,2024-07-28
463,Cliente 0463,Masculino,38,35-44,Curitiba,PR,Sul,2023-07-20
464,Cliente 0464,Masculino,48,45-54,Niterói,RJ,Sudeste,2021-01-03
465,Cliente 0465,Feminino,25,25-34,João Pessoa,PB,Nordeste,2024-08-17
466,Cliente 0466,Feminino,36,35-44,Rio de Janeiro,RJ,Sudeste,2021-10-25
467,Cliente 0467,Masculino,36,35-44,Niterói,RJ,Sudeste,2021-10-31
468,Cliente 0468,Masculino,39,35-44,Florianópolis,SC,Sul,2022-07-14
469,Cliente 0469,Feminino,25,25-34,Vitória,ES,Sudeste,2023-09-04
470,Cliente 0470,Masculino,48,45-54,Belo Horizonte,MG,Sudeste,2022-11-17
471,Cliente 0471,Masculino,37,35-44,Recife,PE,Nordeste,2022-02-23
472,Cliente 0472,Masculino,48,45-54,Porto Alegre,RS,Sul,2025-05-08
473,Cliente 0473,Feminino,38,35-44,Maceió,AL,Nordeste,2023-01-09
474,Cliente 0474,Feminino,29,25-34,Fortaleza,CE,Nordeste,2022-04-08
475,Cliente 0475,Feminino,50,45-54,Rio de Janeiro,RJ,Sudeste,2023-01-31
476,Cliente 0476,Masculino,51,45-54,São Paulo,SP,Sudeste,2021-12-24
477,Cliente 0477,Masculino,18,18-24,Fortaleza,CE,Nordeste,2022-11-21
478,Cliente 0478,Masculino,18,18-24,São Paulo,SP,Sudeste,2022-10-03
479,Cliente 0479,Masculino,36,35-44,Joinville,SC,Sul,2023-03-06
480,Cliente 0480,Masculino,37,35-44,Porto Alegre,RS,Sul,2022-09-12
481,Cliente 0481,Masculino,24,18-24,Vitória,ES,Sudeste,2024-10-17
482,Cliente 0482,Masculino,37,35-44,Maceió,AL,Nordeste,2021-01-13
483,Cliente 0483,Masculino,24,18-24,Joinville,SC,Sul,2023-11-26
484,Cliente 0484,Masculino,33,25-34,Fortaleza,CE,Nordeste,2025-02-12
485,Cliente 0485,Feminino,35,35-44,Campinas,SP,Sudeste,2025-02-17
486,Cliente 0486,Masculino,19,18-24,Santos,SP,Sudeste,2023-06-05
487,Cliente 0487,Feminino,47,45-54,Belo Horizonte,MG,Sudeste,2023-12-25
488,Cliente 0488,Masculino,32,25-34,Niterói,RJ,Sudeste,2022-06-28
489,Cliente 0489,Masculino,56,55+,Recife,PE,Nordeste,2024-04-22
490,Cliente 0490,Masculino,40,35-44,Niterói,RJ,Sudeste,2025-04-02
491,Cliente 0491,Masculino,36,35-44,João Pessoa,PB,Nordeste,2021-04-18
492,Cliente 0492,Masculino,58,55+,Niterói,RJ,Sudeste,2023-04-04
493,Cliente 0493,Masculino,56,55+,Vitória,ES,Sudeste,2024-04-01
494,Cliente 0494,Masculino,32,25-34,Niterói,RJ,Sudeste,2023-07-17
495,Cliente 0495,Masculino,56,55+,Maceió,AL,Nordeste,2024-02-15
496,Cliente 0496,Masculino,45,45-54,São Paulo,SP,Sudeste,2023-08-03
497,Cliente 0497,Feminino,28,25-34,Belém,PA,Norte,2022-11-29
498,Cliente 0498,Masculino,39,35-44,Vitória,ES,Sudeste,2021-05-02
499,Cliente 0499,Masculino,50,45-54,São Paulo,SP,Sudeste,2024-01-19
500,Cliente 0500,Masculino,49,45-54,Santos,SP,Sudeste,2024-05-08
501,Cliente 0501,Feminino,63,55+,São Paulo,SP,Sudeste,2021-12-26
502,Cliente 0502,Masculino,46,45-54,Joinville,SC,Sul,2023-11-22
503,Cliente 0503,Feminino,36,35-44,São Paulo,SP,Sudeste,2024-02-20
504,Cliente 0504,Feminino,23,18-24,São Paulo,SP,Sudeste,2023-09-19
505,Cliente 0505,Masculino,24,18-24,São Paulo,SP,sudeste ,2021-08-27
506,Cliente 0506,Masculino,20,18-24,Rio de Janeiro,RJ,Sudeste,2021-04-03
507,Cliente 0507,Masculino,18,18-24,São Paulo,SP,Sudeste,2023-10-30
508,Cliente 0508,Feminino,69,55+,Rio de Janeiro,RJ,Sudeste,2024-11-09
509,Cliente 0509,Feminino,37,35-44,Vitória,ES,Sudeste,2021-09-28
510,Cliente 0510,Masculino,18,18-24,São Paulo,SP,Sudeste,2024-05-02
511,Cliente 0511,Feminino,59,55+,Belo Horizonte,MG,Sudeste,2024-10-26
512,Cliente 0512,Feminino,35,35-44,João Pessoa,PB,Nordeste,2024-04-14
513,Cliente 0513,Feminino,35,35-44,Porto Velho,RO,norte ,2021-10-20
514,Cliente 0514,Feminino,36,35-44,Rio de Janeiro,RJ,Sudeste,2025-04-04
515,Cliente 0515,Não informado,36,35-44,Rio de Janeiro,RJ,Sudeste,2024-07-20
516,Cliente 0516,Feminino,18,18-24,Campinas,SP,Sudeste,2022-04-02
517,Cliente 0517,Feminino,26,25-34,Porto Alegre,RS,Sul,2024-05-13
518,Cliente 0518,Feminino,20,18-24,Natal,RN,Nordeste,2024-06-19
519,Cliente 0519,Feminino,28,25-34,Campinas,SP,Sudeste,2021-09-10
520,Cliente 0520,Masculino,38,35-44,Natal,RN,Nordeste,2022-04-18
521,Cliente 0521,Feminino,53,45-54,Florianópolis,SC,SUL,2023-09-21
522,Cliente 0522,Masculino,32,25-34,Campinas,SP,Sudeste,2022-12-22
523,Cliente 0523,Feminino,22,18-24,Rio de Janeiro,RJ,Sudeste,2023-01-15
524,Cliente 0524,Feminino,40,35-44,Londrina,PR,Sul,2023-03-19
525,Cliente 0525,Masculino,34,25-34,Campinas,SP,Sudeste,2021-07-22
526,Cliente 0526,Feminino,44,35-44,Florianópolis,SC,Sul,2025-02-01
527,Cliente 0527,Feminino,22,18-24,Rio de Janeiro,RJ,Sudeste,2023-01-13
528,Cliente 0528,Masculino,26,25-34,Santos,SP,Sudeste,2023-04-10
529,Cliente 0529,Feminino,27,25-34,Curitiba,PR,Sul,2023-11-01
530,Cliente 0530,Masculino,33,25-34,Brasília,DF,Centro-Oeste,2021-06-12
531,Cliente 0531,Masculino,35,35-44,Porto Alegre,RS,Sul,2022-03-27
532,Cliente 0532,Masculino,63,55+,Manaus,AM,Norte,2022-04-15
533,Cliente 0533,Masculino,36,35-44,Natal,RN,Nordeste,2021-11-07
534,Cliente 0534,Masculino,42,35-44,Florianópolis,SC,Sul,2022-12-06
535,Cliente 0535,Feminino,20,18-24,Fortaleza,CE,Nordeste,2023-04-17
536,Cliente 0536,Feminino,33,25-34,Joinville,SC,Sul,2024-05-08
537,Cliente 0537,Feminino,44,35-44,Florianópolis,SC,Sul,2023-06-11
538,Cliente 0538,Masculino,38,35-44,Rio de Janeiro,RJ,Sudeste,2025-06-04
539,Cliente 0539,Masculino,53,45-54,Maceió,AL,Nordeste,2021-10-27
540,Cliente 0540,Masculino,47,45-54,Niterói,RJ,Sudeste,2022-02-21
541,Cliente 0541,Masculino,46,45-54,Recife,PE,Nordeste,2022-05-26
542,Cliente 0542,Feminino,46,45-54,Cuiabá,MT,Centro-Oeste,2025-01-27
543,Cliente 0543,Masculino,48,45-54,Joinville,SC,Sul,2024-11-09
544,Cliente 0544,Feminino,33,25-34,Santos,SP,Sudeste,2024-06-14
545,Cliente 0545,Feminino,33,25-34,Campo Grande,MS,Centro-Oeste,2021-04-18
546,Cliente 0546,Feminino,18,18-24,Santos,SP,Sudeste,2022-01-31
547,Cliente 0547,Masculino,37,35-44,Belo Horizonte,MG,Sudeste,2022-02-25
548,Cliente 0548,Masculino,29,25-34,Maceió,AL,Nordeste,2021-11-30
549,Cliente 0549,Feminino,49,45-54,Belo Horizonte,MG,Sudeste,2024-01-10
550,Cliente 0550,Feminino,31,25-34,Florianópolis,SC,Sul,2021-03-05
551,Cliente 0551,Feminino,34,25-34,Porto Velho,RO,Norte,2024-09-09
552,Cliente 0552,Feminino,40,35-44,Joinville,SC,Sul,2024-06-29
553,Cliente 0553,Feminino,59,55+,Porto Alegre,RS,Sul,2022-04-14
554,Cliente 0554,Feminino,24,18-24,Palmas,TO,Norte,2022-06-22
555,Cliente 0555,Masculino,27,25-34,João Pessoa,PB,Nordeste,2023-09-19
556,Cliente 0556,Feminino,25,25-34,Rio de Janeiro,RJ,Sudeste,2023-07-06
557,Cliente 0557,Feminino,41,35-44,Londrina,PR,Sul,2021-08-12
558,Cliente 0558,Masculino,55,55+,Maceió,AL,Nordeste,2024-11-19
559,Cliente 0559,Masculino,54,45-54,Campo Grande,MS,Centro-Oeste,2025-02-15
560,Cliente 0560,Masculino,46,45-54,São Paulo,SP,Sudeste,2023-04-05
561,Cliente 0561,Masculino,36,35-44,Campinas,SP,Sudeste,2025-01-18
562,Cliente 0562,Masculino,22,18-24,Campinas,SP,Sudeste,2022-04-14
563,Cliente 0563,Masculino,47,45-54,Campinas,SP,Sudeste,2021-11-26
564,Cliente 0564,Feminino,25,25-34,Salvador,BA,Nordeste,2022-12-31
565,Cliente 0565,Masculino,32,25-34,Manaus,AM,Norte,2022-02-10
566,Cliente 0566,Feminino,53,45-54,João Pessoa,PB,Nordeste,2021-08-12
567,Cliente 0567,Masculino,45,45-54,Campinas,SP,Sudeste,2025-06-18
568,Cliente 0568,Masculino,49,45-54,Niterói,RJ,Sudeste,2021-10-14
569,Cliente 0569,Feminino,24,18-24,Belo Horizonte,MG,Sudeste,2022-06-04
570,Cliente 0570,Feminino,47,45-54,Porto Alegre,RS,Sul,2021-05-27
571,Cliente 0571,Não informado,18,18-24,Cuiabá,MT,Centro-Oeste,2021-01-01
572,Cliente 0572,Masculino,44,35-44,Brasília,DF,Centro-Oeste,2022-10-29
573,Cliente 0573,Masculino,49,45-54,Porto Alegre,RS,Sul,2024-02-18
574,Cliente 0574,Masculino,25,25-34,Rio de Janeiro,RJ,Sudeste,2022-08-23
575,Cliente 0575,Masculino,35,35-44,Joinville,SC,Sul,2023-09-13
576,Cliente 0576,Masculino,43,35-44,Campinas,SP,Sudeste,2022-11-19
577,Cliente 0577,Feminino,34,25-34,Maceió,AL,Nordeste,2022-05-03
578,Cliente 0578,Não informado,34,25-34,Belo Horizonte,MG,Sudeste,2023-07-05
579,Cliente 0579,Feminino,33,25-34,Recife,PE,Nordeste,2023-03-20
580,Cliente 0580,Masculino,31,25-34,Goiânia,GO,Centro-Oeste,2022-08-17
581,Cliente 0581,Feminino,22,18-24,Cuiabá,MT,Centro-Oeste,2021-07-25
582,Cliente 0582,Feminino,36,35-44,Belo Horizonte,MG,Sudeste,2024-07-01
583,Cliente 0583,Masculino,32,25-34,Manaus,AM,Norte,2021-01-21
584,Cliente 0584,Feminino,37,35-44,Natal,RN,Nordeste,2021-04-20
585,Cliente 0585,Masculino,56,55+,Fortaleza,CE,Nordeste,2022-05-18
586,Cliente 0586,Feminino,22,18-24,Santos,SP,Sudeste,2024-10-26
587,Cliente 0587,Masculino,31,25-34,Rio de Janeiro,RJ,Sudeste,2024-06-12
588,Cliente 0588,Masculino,36,35-44,Brasília,DF,Centro-Oeste,2025-05-25
589,Cliente 0589,Masculino,39,35-44,Rio de Janeiro,RJ,Sudeste,2024-01-03
590,Cliente 0590,Não informado,32,25-34,Florianópolis,SC,Sul,2023-11-23
591,Cliente 0591,Feminino,37,35-44,Salvador,BA,Nordeste,2021-08-25
592,Cliente 0592,Feminino,36,35-44,Campo Grande,MS,Centro-Oeste,2024-10-23
593,Cliente 0593,Masculino,37,35-44,Santos,SP,Sudeste,2023-12-17
594,Cliente 0594,Masculino,40,35-44,Londrina,PR,Sul,2023-05-31
595,Cliente 0595,Masculino,30,25-34,Londrina,PR,Sul,2025-01-04
596,Cliente 0596,Feminino,31,25-34,São Paulo,SP,Sudeste,2021-01-20
597,Cliente 0597,Masculino,49,45-54,Londrina,PR,sul ,2022-09-20
598,Cliente 0598,Masculino,34,25-34,Campinas,SP,Sudeste,2024-03-01
599,Cliente 0599,Masculino,18,18-24,Rio de Janeiro,RJ,Sudeste,2023-10-10
600,Cliente 0600,Masculino,51,45-54,Campinas,SP,Sudeste,2024-06-06
601,Cliente 0601,Feminino,34,25-34,Rio de Janeiro,RJ,Sudeste,2022-08-16
602,Cliente 0602,Masculino,22,18-24,Cuiabá,MT,Centro-Oeste,2025-01-22
603,Cliente 0603,Masculino,36,35-44,Cuiabá,MT,Centro-Oeste,2024-07-08
604,Cliente 0604,Feminino,44,35-44,Manaus,AM,Norte,2025-04-02
605,Cliente 0605,Feminino,18,18-24,Manaus,AM,norte ,2022-05-03
606,Cliente 0606,Masculino,40,35-44,Joinville,SC,Sul,2022-05-22
607,Cliente 0607,Feminino,66,55+,Niterói,RJ,Sudeste,2023-01-29
608,Cliente 0608,Masculino,49,45-54,Porto Alegre,RS,Sul,2023-01-19
609,Cliente 0609,Masculino,48,45-54,Rio de Janeiro,RJ,Sudeste,2021-10-31
610,Cliente 0610,Masculino,49,45-54,São Paulo,SP,Sudeste,2021-01-16
611,Cliente 0611,Masculino,30,25-34,Palmas,TO,Norte,2023-05-06
612,Cliente 0612,Masculino,49,45-54,Florianópolis,SC,Sul,2021-07-31
613,Cliente 0613,Feminino,24,18-24,Rio de Janeiro,RJ,Sudeste,2021-03-14
614,Cliente 0614,Masculino,30,25-34,Santos,SP,Sudeste,2024-08-20
615,Cliente 0615,Feminino,39,35-44,Salvador,BA,Nordeste,2021-08-29
616,Cliente 0616,Masculino,48,45-54,São Paulo,SP,Sudeste,2021-10-03
617,Cliente 0617,Feminino,32,25-34,Brasília,DF,Centro-Oeste,2022-08-07
618,Cliente 0618,Masculino,21,18-24,Natal,RN,Nordeste,2024-05-14
619,Cliente 0619,Masculino,36,35-44,São Paulo,SP,Sudeste,2023-03-18
620,Cliente 0620,Masculino,36,35-44,Natal,RN,Nordeste,2023-04-07
621,Cliente 0621,Feminino,46,45-54,Salvador,BA,Nordeste,2022-05-06
622,Cliente 0622,Feminino,39,35-44,Caxias do Sul,RS,Sul,2024-11-28
623,Cliente 0623,Masculino,50,45-54,São Paulo,SP,Sudeste,2022-07-18
624,Cliente 0624,Masculino,35,35-44,Vitória,ES,Sudeste,2021-07-01
625,Cliente 0625,Masculino,28,25-34,Niterói,RJ,Sudeste,2023-12-16
626,Cliente 0626,Feminino,43,35-44,Caxias do Sul,RS,Sul,2024-03-15
627,Cliente 0627,Não informado,36,35-44,Vitória,ES,Sudeste,2023-01-28
628,Cliente 0628,Não informado,29,25-34,Recife,PE,Nordeste,2023-10-14
629,Cliente 0629,Feminino,41,35-44,Cuiabá,MT,Centro-Oeste,2024-03-14
630,Cliente 0630,Feminino,41,35-44,São Paulo,SP,Sudeste,2021-06-24
631,Cliente 0631,Masculino,64,55+,Fortaleza,CE,Nordeste,2022-05-19
632,Cliente 0632,Feminino,38,35-44,Salvador,BA,Nordeste,2022-03-02
633,Cliente 0633,Feminino,37,35-44,Joinville,SC,Sul,2022-06-28
634,Cliente 0634,Masculino,47,45-54,Campinas,SP,Sudeste,2024-11-07
635,Cliente 0635,Masculino,45,45-54,Porto Velho,RO,Norte,2023-03-02
636,Cliente 0636,Masculino,60,55+,Niterói,RJ,Sudeste,2022-03-21
637,Cliente 0637,Não informado,59,55+,Porto Alegre,RS,Sul,2024-01-31
638,Cliente 0638,Masculino,40,35-44,Maceió,AL,Nordeste,2022-04-25
639,Cliente 0639,Masculino,54,45-54,Cuiabá,MT,Centro-Oeste,2022-03-08
640,Cliente 0640,Masculino,36,35-44,Londrina,PR,Sul,2023-02-02
641,Cliente 0641,Feminino,25,25-34,Maceió,AL,Nordeste,2024-03-04
642,Cliente 0642,Masculino,61,55+,Florianópolis,SC,Sul,2024-04-08
643,Cliente 0643,Feminino,43,35-44,Goiânia,GO,Centro-Oeste,2022-04-25
644,Cliente 0644,Masculino,46,45-54,Caxias do Sul,RS,Sul,2023-07-09
645,Cliente 0645,Feminino,36,35-44,Fortaleza,CE,Nordeste,2023-06-19
646,Cliente 0646,Masculino,61,55+,Campinas,SP,Sudeste,2024-07-13
647,Cliente 0647,Feminino,18,18-24,Cuiabá,MT,Centro-Oeste,2023-01-01
648,Cliente 0648,Feminino,45,45-54,Curitiba,PR,Sul,2022-09-12
