VendaID,PedidoID,Data,ClienteID,ProdutoID,LojaID,CanalID,Quantidade,PrecoUnitario,CustoUnitario,Desconto
11328,PED-2025-006370,2025-08-10,2350,31,10,3,1,165.65,122.99,0.05
6815,PED-2024-003844,2024-12-02,247,97,10,1,5,26.02,15.38,0.10
9909,PED-2025-005563,2025-05-20,1795,31,12,4,2,171.19,123.16,0.10
263,PED-2024-000155,2024-01-31,337,27,6,2,1,613.61,461.99,0.05
7054,PED-2024-003969,2024-12-24,1042,73,10,2,1,2635.20,2111.10,0.05
7502,PED-2025-004221,2025-01-26,448,91,11,1,2,183.75,102.80,0.05
5698,PED-2024-003221,2024-11-11,2476,85,1,1,2,30.43,15.04,0.10
671,PED-2024-000386,2024-02-28,912,79,5,3,1,4740.80,3674.54,0.05
14897,PED-2025-008361,2025-12-17,2260,26,7,2,1,812.79,593.04,0.00
8151,PED-2025-004580,2025-02-10,1573,88,3,2,1,38.97,20.22,0.00
1733,PED-2024-000982,2024-04-05,1166,119,4,1,2,643.79,465.43,0.00
1662,PED-2024-000941,2024-04-17,2397,41,11,1,1,155.65,108.38,0.15
3579,PED-2024-002022,2024-08-14,580,53,7,1,1,56.74,38.92,0.00
1235,PED-2024-000703,2024-03-10,1053,62,7,1,1,2927.49,2493.99,0.05
5132,PED-2024-002910,2024-10-13,2451,70,11,2,1,1344.54,1102.40,0.00
5820,PED-2024-003288,2024-11-07,2051,98,1,1,1,28.42,16.29,0.10
11408,PED-2025-006412,2025-08-09,2418,42,2,3,1,544.25,388.75,0.00
12530,PED-2025-007036,2025-09-14,1869,108,8,4,1,1174.11,793.37,0.00
4782,PED-2024-002715,2024-10-22,835,27,1,1,1,612.07,470.15,0.00
11217,PED-2025-006307,2025-07-24,1305,99,4,3,2,38.09,19.23,0.00
6195,PED-2024-003491,2024-11-23,1655,71,9,1,1,986.89,759.25,0.00
7565,PED-2025-004259,2025-01-02,756,18,10,1,1,1399.07,1136.34,0.10
2330,PED-2024-001328,2024-05-28,440,78,4,2,2,3046.26,2588.63,0.05
7033,PED-2024-003960,2024-12-06,763,73,9,1,2,2772.16,2046.14,0.00
12605,PED-2025-007080,2025-09-20,2417,18,10,3,1,1435.84,1103.59,0.00
4231,PED-2024-002392,2024-09-02,1359,22,2,1,2,717.15,554.03,0.05
6008,PED-2024-003389,2024-11-22,1691,3,8,1,1,4381.41,3393.38,0.00
13151,PED-2025-007399,2025-10-04,566,73,11,3,1,2804.71,2171.15,0.10
6313,PED-2024-003549,2024-12-05,2374,59,9,3,1,450.62,326.41,0.05
7754,PED-2025-004365,2025-02-18,1188,12,1,1,1,3236.75,2654.10,0.00
12329,PED-2025-006922,2025-09-16,424,95,8,1,1,221.73,126.52,0.10
3219,PED-2024-001822,2024-07-19,779,84,7,3,1,201.57,107.65,0.05
7839,PED-2025-004409,2025-02-20,1113,18,7,1,1,1463.18,1117.24,0.00
336,PED-2024-000197,2024-01-20,772,49,1,1,1,1061.81,711.37,0.05
9579,PED-2025-005383,2025-05-07,1143,69,4,3,1,6571.70,5574.19,0.05
2085,PED-2024-001185,2024-05-28,60,96,12,1,1,397.61,229.16,0.00
15362,PED-2025-008627,2025-12-08,1428,35,7,2,2,585.91,427.16,0.10
13292,PED-2025-007483,2025-10-06,303,98,6,3,1,29.26,16.66,0.00
7252,PED-2025-004083,2025-01-04,305,19,10,1,1,4979.15,3758.62,0.00
2745,PED-2024-001559,2024-06-19,969,75,10,2,1,3509.31,2789.95,0.20
11896,PED-2025-006686,2025-08-16,658,76,1,2,1,5450.64,4464.24,0.15
7634,PED-2025-004299,2025-01-06,1833,9,9,2,1,1523.52,1101.44,0.15
1617,PED-2024-000914,2024-04-18,1371,91,9,2,1,173.07,102.96,0.05
3833,PED-2024-002164,2024-08-24,2269,71,5,1,1,1001.98,784.45,0.10
7677,PED-2025-004324,2025-02-09,1240,67,7,1,3,2351.01,1873.09,0.00
10387,PED-2025-005840,2025-06-08,2129,64,10,1,1,3631.28,2823.81,0.05
581,PED-2024-000336,2024-02-18,1001,64,11,2,3,3505.46,2717.01,0.15
14988,PED-2025-008418,2025-12-18,461,76,12,2,2,5334.61,4500.40,0.20
9839,PED-2025-005529,2025-05-05,2315,32,3,1,2,1948.09,1492.04,0.10
5848,PED-2024-003303,2024-11-07,2162,53,12,1,1,56.93,38.69,0.00
6410,PED-2024-003604,2024-12-29,1217,32,7,4,1,1891.82,1404.93,0.05
11800,PED-2025-006628,2025-08-27,232,15,11,1,1,759.08,630.62,0.10
13534,PED-2025-007618,2025-11-21,1039,15,6,1,1,755.73,610.74,0.00
10066,PED-2025-005659,2025-06-15,804,112,1,3,4,47.42,34.60,0.10
6170,PED-2024-003476,2024-11-29,1385,70,7,3,1,1441.49,1132.24,0.10
11983,PED-2025-006730,2025-09-16,1025,89,7,1,2,181.44,93.20,0.00
1987,PED-2024-001126,2024-05-06,1948,28,11,4,2,112.08,78.46,0.05
4404,PED-2024-002488,2024-09-14,530,80,10,1,2,2570.42,2132.25,0.00
3175,PED-2024-001800,2024-07-23,1456,100,6,2,1,21.43,11.00,0.10
13526,PED-2025-007611,2025-11-12,2367,33,4,3,2,324.16,244.48,0.15
5386,PED-2024-003046,2024-11-30,53,13,11,4,1,868.57,671.60,0.00
2666,PED-2024-001511,2024-06-10,1827,111,6,2,1,122.00,86.47,0.00
5167,PED-2024-002931,2024-10-08,2133,61,2,2,1,458.74,366.08,0.05
8623,PED-2025-004845,2025-03-06,240,60,6,2,1,245.02,171.01,0.10
5252,PED-2024-002982,2024-10-03,261,23,7,3,1,110.11,78.32,0.00
15061,PED-2025-008457,2025-12-15,2436,104,7,1,2,646.01,470.72,0.05
6816,PED-2024-003845,2024-12-01,2063,69,2,2,1,6441.93,5355.81,0.00
8727,PED-2025-004899,2025-03-28,2078,53,8,2,1,55.26,40.56,0.10
11813,PED-2025-006636,2025-08-07,377,1,9,3,1,5953.93,4534.00,0.10
4916,PED-2024-002792,2024-10-02,305,48,9,3,1,1114.04,709.27,0.05
15411,PED-2025-008657,2025-12-06,1060,14,4,3,1,1218.99,945.36,0.15
645,PED-2024-000371,2024-02-14,1472,81,1,4,1,300.47,172.53,0.10
14946,PED-2025-008391,2025-12-22,9,66,3,1,1,1532.41,1224.10,0.00
14900,PED-2025-008363,2025-12-18,1180,114,1,2,3,71.61,47.22,0.15
10829,PED-2025-006078,2025-07-06,816,56,3,2,1,227.02,154.79,0.05
11750,PED-2025-006601,2025-08-05,487,34,1,2,1,104.80,81.69,0.15
2217,PED-2024-001259,2024-05-12,1968,99,10,1,1,33.94,18.14,0.00
4633,PED-2024-002623,2024-09-03,87,37,2,1,1,90.81,66.83,0.10
9174,PED-2025-005151,2025-04-10,2144,52,3,1,4,1414.97,930.03,0.10
4986,PED-2024-002834,2024-10-10,363,28,4,4,1,105.68,80.67,0.20
135,PED-2024-000076,2024-01-01,768,101,11,3,1,574.11,390.62,0.05
10038,PED-2025-005639,2025-06-12,1843,39,4,1,2,5365.82,3916.99,0.05
10480,PED-2025-005886,2025-06-02,1117,84,6,1,1,206.40,113.96,0.05
4760,PED-2024-002703,2024-10-13,2390,96,9,1,1,416.43,232.84,0.00
14229,PED-2025-007996,2025-11-13,1810,60,10,1,1,249.43,174.74,0.15
12038,PED-2025-006763,2025-09-16,1234,78,4,2,1,3116.41,2621.97,0.00
13981,PED-2025-007854,2025-11-06,2482,98,2,2,1,30.45,17.00,0.05
206,PED-2024-000118,2024-01-19,1390,52,1,1,1,1428.74,933.80,0.05
732,PED-2024-000417,2024-02-05,276,19,9,3,2,4786.37,3566.84,0.10
4343,PED-2024-002456,2024-09-02,1304,62,10,1,1,3070.50,2484.64,0.10
12769,PED-2025-007175,2025-10-18,194,114,7,3,1,71.72,47.06,0.00
14759,PED-2025-008282,2025-12-19,935,111,11,1,1,125.99,89.52,0.10
12007,PED-2025-006744,2025-09-10,815,58,9,2,1,40.43,27.05,0.05
3224,PED-2024-001825,2024-07-20,1111,22,4,1,1,743.43,531.91,0.00
10854,PED-2025-006095,2025-07-07,1909,88,2,1,1,39.72,20.12,0.10
8273,PED-2025-004644,2025-03-04,1460,18,4,3,1,1443.42,1149.12,0.05
11963,PED-2025-006720,2025-09-01,196,24,1,3,1,212.29,165.16,0.00
13055,PED-2025-007338,2025-10-31,179,102,8,3,2,60.09,40.97,0.10
13843,PED-2025-007781,2025-11-27,1963,89,7,2,3,178.26,94.20,0.15
5684,PED-2024-003213,2024-11-21,1105,60,5,2,1,243.15,170.67,0.00
8581,PED-2025-004819,2025-03-14,578,114,3,3,1,75.04,47.09,0.05
9305,PED-2025-005225,2025-04-29,1607,95,3,1,3,225.73,128.26,0.00
12376,PED-2025-006950,2025-09-08,1913,8,1,3,1,3883.15,3007.54,0.00
4171,PED-2024-002354,2024-09-22,2015,100,7,1,2,21.69,11.44,
10511,PED-2025-005906,2025-06-06,496,32,3,2,2,1942.91,1502.41,0.05
8832,PED-2025-004958,2025-04-05,1607,68,3,3,1,1429.38,1168.70,0.05
4540,PED-2024-002567,2024-09-13,2032,33,2,2,2,330.54,235.51,0.10
6384,PED-2024-003589,2024-12-22,433,1,10,2,1,5382.40,4494.28,0.05
1002,PED-2024-000569,2024-03-12,205,30,8,2,2,5651.96,4047.86,0.00
4991,PED-2024-002835,2024-10-28,785,52,10,1,1,1399.85,935.72,0.05
13143,PED-2025-007395,2025-10-20,1219,53,5,2,1,55.38,40.30,0.00
14941,PED-2025-008388,2025-12-08,2314,46,4,1,1,119.14,78.58,0.20
8038,PED-2025-004520,2025-02-25,360,51,7,4,1,257.12,168.86,0.15
1076,PED-2024-000614,2024-03-31,1774,82,4,2,5,229.20,130.49,0.20
2366,PED-2024-001350,2024-05-02,807,64,10,1,1,3380.98,2758.96,0.15
9228,PED-2025-005181,2025-04-10,915,36,1,1,2,1564.02,1111.46,0.10
8615,PED-2025-004840,2025-03-22,225,1,2,1,1,5713.67,4664.18,0.05
14075,PED-2025-007910,2025-11-03,1375,101,9,3,1,573.37,401.08,0.10
15359,PED-2025-008625,2025-12-29,514,58,3,4,1,40.37,27.48,0.00
1364,PED-2024-000774,2024-04-09,324,19,1,2,1,4657.64,3578.72,0.20
3286,PED-2024-001863,2024-07-23,259,19,10,2,1,4727.72,3515.36,0.05
5936,PED-2024-003355,2024-11-12,1166,38,4,3,3,169.51,123.67,0.10
13672,PED-2025-007686,2025-11-13,158,86,2,1,1,468.13,279.00,0.00
5530,PED-2024-003124,2024-11-25,2127,23,11,3,1,110.22,78.63,0.10
9787,PED-2025-005504,2025-05-31,698,54,2,3,1,349.16,241.93,0.00
5553,PED-2024-003139,2024-11-06,1603,45,1,2,1,139.55,96.55,0.00
9722,PED-2025-005464,2025-05-29,1791,99,4,1,2,35.63,19.39,0.05
9895,PED-2025-005558,2025-05-17,686,3,9,2,1,4383.29,3471.50,0.10
5986,PED-2024-003378,2024-11-11,1589,52,7,1,1,1373.73,902.97,0.20
7171,PED-2025-004037,2025-01-12,173,113,6,3,1,994.01,718.98,0.10
1487,PED-2024-000849,2024-04-18,804,113,1,1,2,933.37,717.74,0.10
2477,PED-2024-001411,2024-06-18,686,102,3,2,2,57.65,40.34,0.10
11213,PED-2025-006304,2025-07-31,1364,26,5,4,1,803.42,581.66,0.15
6066,PED-2024-003418,2024-11-29,1508,18,2,2,1,1424.67,1059.96,0.05
2616,PED-2024-001482,2024-06-24,651,16,12,1,1,3838.80,2681.59,0.20
11270,PED-2025-006341,2025-08-27,51,91,11,2,1,186.46,104.33,0.00
12261,PED-2025-006884,2025-09-26,602,74,7,1,1,2806.16,2283.34,0.20
3248,PED-2024-001838,2024-07-11,2411,50,3,2,3,810.69,545.18,0.00
13652,PED-2025-007677,2025-11-09,2024,56,1,3,1,233.86,158.35,0.00
8945,PED-2025-005022,2025-04-07,1883,103,10,2,1,1411.56,937.21,0.00
10353,PED-2025-005820,2025-06-16,2327,119,5,1,1,646.64,483.53,0.10
13096,PED-2025-007363,2025-10-11,292,33,11,2,2,324.16,235.05,0.00
4922,PED-2024-002795,2024-10-25,2410,60,2,3,1,248.80,169.88,0.00
3299,PED-2024-001870,2024-07-05,2116,65,3,1,1,764.81,658.83,0.05
753,PED-2024-000430,2024-02-26,68,54,9,2,2,338.14,234.47,0.05
13269,PED-2025-007466,2025-10-04,1621,25,9,4,1,330.96,248.85,0.15
9395,PED-2025-005280,2025-05-16,382,70,3,2,2,1445.25,1148.15,0.10
9085,PED-2025-005099,2025-04-04,2273,40,7,2,1,172.49,129.71,0.15
13740,PED-2025-007724,2025-11-10,877,73,1,2,1,2719.85,2171.37,0.00
7569,PED-2025-004261,2025-01-06,2469,26,8,3,1,780.25,572.82,0.00
11108,PED-2025-006235,2025-07-15,2382,23,7,1,2,112.09,79.44,0.00
2015,PED-2024-001145,2024-05-15,366,95,2,2,2,216.07,123.81,0.10
8584,PED-2025-004821,2025-03-03,905,12,10,1,1,3297.11,2705.14,0.00
8240,PED-2025-004630,2025-03-18,574,22,4,2,1,769.91,547.30,0.10
11756,PED-2025-006603,2025-08-20,1897,70,1,1,1,1442.59,1166.72,0.05
6023,PED-2024-003397,2024-11-21,1782,30,5,1,1,5703.45,4019.02,0.15
13243,PED-2025-007451,2025-10-11,1297,93,7,3,1,27.08,16.30,0.05
11447,PED-2025-006436,2025-08-22,1216,35,6,3,2,571.74,425.71,0.00
4713,PED-2024-002674,2024-10-28,306,2,4,2,1,386.57,306.40,0.05
5978,PED-2024-003373,2024-11-25,815,98,11,1,3,28.13,16.35,0.15
10029,PED-2025-005632,2025-06-20,2288,79,4,2,1,4881.83,3850.22,0.00
9196,PED-2025-005162,2025-04-24,1306,29,5,2,1,1372.74,1022.05,0.05
14126,PED-2025-007944,2025-11-20,2406,93,11,2,2,27.09,16.13,0.15
13957,PED-2025-007842,2025-11-03,1523,118,1,2,1,113.43,78.83,0.00
437,PED-2024-000255,2024-01-12,2421,86,5,1,3,475.10,274.44,0.00
688,PED-2024-000394,2024-02-22,697,40,12,4,1,169.50,122.72,0.00
8618,PED-2025-004842,2025-03-28,326,105,1,2,1,854.65,545.31,0.20
12302,PED-2025-006906,2025-09-04,1241,76,11,1,2,5661.06,4423.10,0.00
14744,PED-2025-008273,2025-12-20,1694,91,4,4,3,189.89,105.84,0.15
13412,PED-2025-007547,2025-10-24,257,19,4,1,1,4752.22,3771.46,0.00
15421,PED-2025-008664,2025-12-25,366,87,4,4,1,60.20,32.27,0.05
5222,PED-2024-002963,2024-10-23,1363,9,3,3,1,1469.14,1083.33,0.10
14714,PED-2025-008257,2025-12-24,892,99,8,4,1,36.50,19.56,0.15
1380,PED-2024-000783,2024-04-13,1547,106,8,1,1,1348.21,948.63,0.00
1982,PED-2024-001123,2024-05-23,331,25,9,1,2,332.11,242.49,0.00
1101,PED-2024-000627,2024-03-02,809,36,6,2,1,1526.90,1061.85,0.05
13790,PED-2025-007747,2025-11-21,1135,3,5,3,1,4327.44,3404.06,0.10
6922,PED-2024-003902,2024-12-15,361,35,3,1,1,582.31,402.14,0.15
13771,PED-2025-007740,2025-11-28,803,47,12,1,2,654.88,431.30,0.00
3995,PED-2024-002252,2024-08-23,1254,59,5,1,1,469.23,311.71,0.10
1275,PED-2024-000725,2024-03-02,1300,5,10,2,3,597.34,485.78,0.10
15238,PED-2025-008558,2025-12-04,1542,92,1,2,2,59.49,33.93,0.10
10903,PED-2025-006123,2025-07-04,541,108,9,1,2,1183.74,772.86,0.00
12276,PED-2025-006891,2025-09-28,1621,100,9,2,3,22.47,11.78,0.00
10586,PED-2025-005948,2025-06-28,1092,74,1,3,1,2826.76,2202.72,0.00
15138,PED-2025-008507,2025-12-05,2111,62,6,4,1,3150.02,2501.10,0.20
13911,PED-2025-007819,2025-11-19,2083,47,4,1,2,615.05,423.73,0.15
5543,PED-2024-003132,2024-11-22,940,74,1,1,1,2687.94,2116.15,0.15
945,PED-2024-000537,2024-03-28,534,23,5,4,3,110.21,77.47,0.10
1330,PED-2024-000756,2024-03-15,2369,22,1,2,1,733.28,552.82,0.10
11785,PED-2025-006620,2025-08-27,1659,80,6,1,1,2533.51,2138.82,0.00
14712,PED-2025-008256,2025-12-16,1959,118,8,3,4,115.55,80.55,0.20
523,PED-2024-000306,2024-02-09,1712,62,10,1,1,3035.61,2490.77,0.10
11078,PED-2025-006220,2025-07-22,646,9,1,3,1,1505.47,1087.86,0.10
8524,PED-2025-004787,2025-03-25,1209,34,2,1,1,109.18,84.83,0.05
8971,PED-2025-005037,2025-04-17,489,53,10,4,1,56.34,39.31,0.00
12657,PED-2025-007112,2025-09-27,958,99,8,2,2,36.26,19.46,0.15
10641,PED-2025-005978,2025-07-16,838,35,11,3,1,570.68,414.00,0.05
5422,PED-2024-003065,2024-11-18,102,42,5,1,1,520.08,385.79,0.15
2937,PED-2024-001667,2024-06-26,1810,38,2,3,1,163.40,122.66,0.05
1848,PED-2024-001044,2024-04-03,745,26,2,2,1,791.55,552.42,0.10
10683,PED-2025-005996,2025-07-29,1013,43,5,4,2,62.56,44.50,0.05
2572,PED-2024-001462,2024-06-17,1495,19,6,1,1,4752.25,3616.90,0.05
12272,PED-2025-006890,2025-09-23,549,32,2,2,1,2082.85,1495.92,0.05
14177,PED-2025-007972,2025-11-25,620,82,9,1,1,239.81,131.90,0.05
6323,PED-2024-003556,2024-12-20,791,83,5,2,3,93.31,48.62,0.20
13892,PED-2025-007810,2025-11-03,2273,52,1,2,2,1539.63,955.00,0.10
14039,PED-2025-007892,2025-11-04,767,22,11,3,2,752.34,552.44,0.00
9350,PED-2025-005252,2025-05-03,1817,15,6,4,1,766.21,624.83,0.00
11574,PED-2025-006499,2025-08-07,1595,85,8,2,3,29.48,15.09,0.00
9723,PED-2025-005464,2025-05-29,1791,112,4,1,2,49.49,34.66,0.05
4526,PED-2024-002558,2024-09-14,163,112,5,2,3,48.30,33.75,0.10
7996,PED-2025-004496,2025-02-08,752,113,6,1,4,1035.91,714.94,0.05
9542,PED-2025-005364,2025-05-29,1040,111,11,2,2,125.47,87.97,0.00
10456,PED-2025-005876,2025-06-20,218,96,7,1,1,429.82,245.55,0.05
12960,PED-2025-007284,2025-10-20,110,10,6,1,1,1838.46,1381.82,0.00
9309,PED-2025-005228,2025-04-19,1307,41,10,1,2,164.00,114.35,0.05
8841,PED-2025-004962,2025-04-26,1861,34,7,4,1,102.96,81.63,0.00
13352,PED-2025-007511,2025-10-17,1355,13,12,2,1,901.36,685.06,0.00
1609,PED-2024-000909,2024-04-22,1161,82,11,1,3,246.97,128.76,0.10
4813,PED-2024-002736,2024-10-12,818,81,7,2,2,319.79,172.71,0.00
6454,PED-2024-003626,2024-12-18,2001,88,11,2,1,38.24,19.30,0.05
8183,PED-2025-004595,2025-02-20,861,44,4,3,1,928.86,620.95,0.05
14385,PED-2025-008080,2025-11-08,1261,87,5,4,1,59.53,31.50,0.10
12025,PED-2025-006756,2025-09-01,1162,31,8,1,1,173.62,125.03,0.05
5511,PED-2024-003114,2024-11-14,1574,32,1,2,2,1866.26,1414.21,0.00
10328,PED-2025-005804,2025-06-26,2212,65,10,3,1,850.57,691.61,0.15
2783,PED-2024-001577,2024-06-04,1675,53,3,4,1,55.36,39.48,0.00
5687,PED-2024-003215,2024-11-29,1765,41,1,1,1,155.77,111.14,0.05
10402,PED-2025-005846,2025-06-08,1363,13,12,1,1,867.03,692.49,0.15
5185,PED-2024-002944,2024-10-08,1754,67,6,1,1,2353.50,1814.02,0.00
8917,PED-2025-005008,2025-04-30,650,21,1,1,1,303.89,226.80,0.00
10991,PED-2025-006175,2025-07-24,865,66,9,1,1,1594.27,1216.11,0.00
6950,PED-2024-003916,2024-12-21,1382,104,9,2,1,661.54,449.01,0.20
3734,PED-2024-002106,2024-08-03,997,14,8,1,1,1189.09,934.47,0.15
9499,PED-2025-005341,2025-05-20,2135,10,1,2,1,1787.62,1378.16,0.05
9208,PED-2025-005168,2025-04-07,1504,113,2,4,1,1009.71,744.13,0.05
1780,PED-2024-001007,2024-04-25,577,76,10,2,1,5103.46,4286.63,0.05
1483,PED-2024-000845,2024-04-28,1106,100,1,2,1,22.52,11.16,0.00
11411,PED-2025-006415,2025-08-17,1191,42,10,3,1,535.50,392.88,0.00
957,PED-2024-000543,2024-03-10,1590,12,2,3,1,3347.26,2626.02,0.15
11676,PED-2025-006560,2025-08-16,1703,54,9,2,1,351.23,243.02,0.00
900,PED-2024-000512,2024-03-07,223,68,7,1,1,1371.54,1104.71,0.10
3813,PED-2024-002151,2024-08-28,1276,85,6,2,1,29.42,15.07,0.10
8365,PED-2025-004695,2025-03-24,976,24,6,2,2,208.76,160.99,0.00
9247,PED-2025-005191,2025-04-05,1198,18,12,1,2,1486.00,1108.31,0.00
9379,PED-2025-005270,2025-05-23,1565,115,8,2,1,77.60,48.50,0.00
2632,PED-2024-001489,2024-06-09,1004,33,7,1,1,311.02,236.70,0.00
14868,PED-2025-008345,2025-12-06,1538,29,4,2,3,1378.71,1028.83,0.10
15108,PED-2025-008489,2025-12-04,2034,65,4,3,1,841.88,673.61,0.00
10049,PED-2025-005649,2025-06-24,1240,117,8,3,1,132.70,93.56,0.00
14222,PED-2025-007994,2025-11-22,1050,16,7,1,1,3946.77,2793.81,0.05
7133,PED-2024-004014,2024-12-08,1504,69,2,2,1,6423.21,5423.44,0.05
8709,PED-2025-004890,2025-03-11,9,26,3,1,3,810.87,581.09,0.00
13363,PED-2025-007520,2025-10-18,1286,40,3,2,1,163.81,128.75,0.00
1819,PED-2024-001025,2024-04-09,1743,73,10,2,1,2585.36,2115.97,0.20
12826,PED-2025-007212,2025-10-14,2353,45,12,2,2,142.90,103.01,0.05
8491,PED-2025-004768,2025-03-01,1795,70,12,1,2,1381.68,1184.04,0.05
7067,PED-2024-003977,2024-12-23,663,13,1,1,1,829.58,673.97,0.20
2428,PED-2024-001383,2024-06-26,125,90,4,3,3,84.24,45.49,0.05
6249,PED-2024-003517,2024-12-12,679,7,12,4,1,795.87,638.86,0.05
6106,PED-2024-003438,2024-11-02,2061,77,5,3,1,2774.55,2217.85,0.05
9003,PED-2025-005056,2025-04-03,1584,57,10,1,1,1291.75,881.50,0.05
12680,PED-2025-007126,2025-10-20,1871,42,5,2,1,569.74,400.33,0.00
404,PED-2024-000237,2024-01-17,702,63,11,1,1,1544.28,1279.99,0.00
6716,PED-2024-003786,2024-12-23,1792,98,8,3,1,29.18,16.10,0.15
5514,PED-2024-003115,2024-11-08,1853,10,3,3,1,1729.99,1286.14,0.05
15116,PED-2025-008494,2025-12-21,1714,75,4,1,1,3595.31,2834.24,0.00
7151,PED-2025-004024,2025-01-06,1011,17,12,3,1,676.07,545.27,0.10
7906,PED-2025-004446,2025-02-08,863,54,8,1,4,333.61,246.42,0.00
8943,PED-2025-005021,2025-04-08,708,64,4,2,1,3614.33,2815.89,0.10
10945,PED-2025-006148,2025-07-31,77,14,1,2,2,1233.31,950.69,0.10
1897,PED-2024-001072,2024-05-05,2437,33,6,2,1,316.55,232.13,0.00
12395,PED-2025-006962,2025-09-04,1773,1,6,1,1,5500.83,4631.86,0.10
4953,PED-2024-002814,2024-10-13,514,39,1,2,1,4982.84,3864.38,0.05
1656,PED-2024-000937,2024-04-11,2033,22,7,2,1,741.17,528.99,0.15
3477,PED-2024-001973,2024-07-30,2479,35,5,1,1,547.72,409.14,0.15
10577,PED-2025-005943,2025-06-18,374,19,1,3,1,5098.44,3740.67,0.00
7746,PED-2025-004361,2025-02-12,298,20,10,3,1,455.63,323.66,0.05
5407,PED-2024-003058,2024-11-02,48,4,5,1,1,5477.59,4087.94,0.15
196,PED-2024-000112,2024-01-01,2351,47,10,3,2,609.99,412.71,0.00
6712,PED-2024-003783,2024-12-09,115,5,3,3,1,623.67,479.45,0.15
9054,PED-2025-005083,2025-04-01,191,117,4,1,2,142.12,96.47,0.05
1906,PED-2024-001077,2024-05-07,938,6,7,1,1,2204.32,1715.30,0.00
13920,PED-2025-007824,2025-11-28,2061,50,10,2,1,853.67,576.61,0.05
5620,PED-2024-003178,2024-11-22,2491,42,12,1,1,509.12,370.22,0.00
1399,PED-2024-000795,2024-04-12,51,31,6,2,3,163.05,120.69,0.05
312,PED-2024-000182,2024-01-07,2269,94,11,2,3,195.26,106.90,0.00
13411,PED-2025-007546,2025-10-07,2498,100,5,1,3,22.47,11.42,0.10
13466,PED-2025-007578,2025-11-06,1190,101,2,3,1,565.25,387.48,0.05
12031,PED-2025-006760,2025-09-03,2219,86,3,1,2,471.18,279.64,0.05
14425,PED-2025-008099,2025-12-20,2387,71,1,1,1,998.19,787.41,0.20
6673,PED-2024-003762,2024-12-14,1271,70,7,2,1,1425.75,1128.97,0.00
14475,PED-2025-008128,2025-12-15,151,86,2,3,3,466.66,285.60,0.20
7705,PED-2025-004337,2025-02-19,1150,1,7,1,2,5618.15,4609.70,0.00
12522,PED-2025-007031,2025-09-05,474,83,11,1,1,90.65,50.33,0.05
7015,PED-2024-003951,2024-12-29,1392,92,2,1,1,62.05,32.46,0.05
8571,PED-2025-004816,2025-03-01,1485,91,5,2,2,176.65,102.25,0.10
3866,PED-2024-002180,2024-08-23,1911,91,2,1,2,176.80,98.87,0.00
1759,PED-2024-000996,2024-04-18,513,16,12,4,1,3755.29,2690.41,0.20
14745,PED-2025-008274,2025-12-31,2035,110,12,3,4,406.47,284.93,0.00
8690,PED-2025-004876,2025-03-02,800,50,10,1,1,812.08,588.26,0.05
9298,PED-2025-005221,2025-04-18,1070,100,4,1,3,22.53,11.38,0.15
2519,PED-2024-001435,2024-06-29,2139,90,10,4,1,79.18,45.80,0.00
5182,PED-2024-002941,2024-10-28,1899,89,10,2,2,166.69,87.97,0.00
8600,PED-2025-004830,2025-03-31,1113,41,6,3,2,173.89,112.83,0.05
3167,PED-2024-001795,2024-07-08,1276,67,1,1,1,2185.97,1840.58,0.05
10898,PED-2025-006120,2025-07-14,1285,104,4,4,2,641.54,478.87,0.00
2738,PED-2024-001556,2024-06-15,392,86,1,1,1,458.54,267.95,0.15
819,PED-2024-000466,2024-02-19,106,79,4,4,1,4590.10,3653.17,0.00
6940,PED-2024-003911,2024-12-11,1405,40,9,1,2,164.20,124.23,0.05
10855,PED-2025-006095,2025-07-07,1909,102,2,1,1,62.40,40.74,0.00
8345,PED-2025-004684,2025-03-23,400,52,2,1,2,1537.88,936.99,0.05
3181,PED-2024-001803,2024-07-16,230,17,8,4,1,682.99,524.50,0.00
552,PED-2024-000321,2024-02-21,1468,19,1,1,1,4902.63,3565.63,0.00
9980,PED-2025-005609,2025-06-18,1965,81,1,3,1,303.22,177.34,0.00
6825,PED-2024-003848,2024-12-05,129,47,7,1,2,603.84,406.09,0.10
5778,PED-2024-003265,2024-11-14,633,105,5,2,2,798.03,542.54,0.00
13517,PED-2025-007606,2025-11-14,1210,100,11,1,1,22.72,11.74,0.10
6495,PED-2024-003648,2024-12-09,1171,77,8,2,1,2847.94,2138.75,0.10
13987,PED-2025-007857,2025-11-29,123,9,9,3,1,1498.44,1099.24,0.00
9007,PED-2025-005058,2025-04-13,127,86,8,2,1,452.58,284.40,0.00
5236,PED-2024-002971,2024-10-01,446,79,7,2,3,4700.82,3655.45,0.15
4992,PED-2024-002836,2024-10-29,231,52,6,1,1,1421.21,902.45,0.00
2636,PED-2024-001493,2024-06-07,2005,35,4,2,2,586.45,400.68,0.10
9279,PED-2025-005210,2025-04-02,391,115,7,2,1,76.38,49.82,0.05
1629,PED-2024-000920,2024-04-01,743,87,12,1,3,58.02,31.08,0.05
4182,PED-2024-002362,2024-09-01,1970,25,4,3,1,347.37,239.99,0.10
13725,PED-2025-007717,2025-11-11,2311,102,9,3,2,59.35,41.14,0.05
441,PED-2024-000258,2024-01-20,1664,83,9,1,4,86.24,48.43,0.05
